session_id,target
239,3.018117802109107e-08
240,4.801697313467758e-07
241,2.9824315566222494e-08
242,2.8800899479662826e-13
243,2.2552795084316473e-13
244,2.9604021711244183e-12
245,3.29487264874319e-08
246,6.495252372454213e-15
247,0.0035294787012548883
248,4.0188375760476814e-08
249,2.0639301848097377e-08
250,4.9481870177774704e-11
251,0.013835829908561458
252,3.501774384495361e-09
253,3.72731916716063e-10
254,1.7602891935445175e-07
255,1.5016715102643724e-08
256,5.632777737116215e-13
257,1.1698313295292444e-06
258,1.3500697627867417e-05
259,1.5333845583084076e-05
260,0.00013364246302843643
261,2.1687101367244574e-08
262,0.00021380882890503831
263,1.6450411973300803e-09
264,6.055984529741142e-10
265,1.7013361260147244e-09
266,1.8622736947904412e-13
267,3.4283627682070752e-15
268,6.735762331237472e-08
269,7.543800656301803e-07
270,2.6348401896899276e-06
271,1.8717947406120874e-11
272,1.2003369972202273e-06
273,6.416033972006742e-10
274,0.002645700441410379
275,0.0016139830264742118
276,1.0577847025559062e-12
277,1.0515883175475452e-05
278,1.640409324424666e-05
279,1.7162158480570792e-10
280,9.929820129605648e-05
281,2.2980454268392084e-10
282,1.0327647410475433e-06
283,7.241204306550376e-08
284,3.924885990997716e-12
285,2.8076825130470776e-09
286,7.850340715054369e-13
287,3.244106599135789e-06
288,2.437449976080419e-16
289,2.1833194430306283e-08
290,3.518394378830705e-07
291,6.517336627738242e-06
292,3.051010192254821e-07
293,4.129441199664534e-06
294,8.845965613970387e-11
295,9.476243592886898e-07
296,2.3762281791104372e-08
297,3.526467868072875e-12
298,2.1719312935939403e-11
299,2.6883068216319593e-14
300,3.4438476376003096e-10
301,6.111032061187693e-07
302,8.459968417454595e-12
303,4.693427089541198e-14
304,0.03372903438566174
305,4.590289890455532e-06
306,3.4279760505045425e-15
307,5.938367733891234e-07
308,1.5437772465150124e-08
309,4.118858901683644e-06
310,6.262665615297761e-11
311,4.3115767206712416e-07
312,0.004195099764088856
313,7.441105715651396e-07
314,3.4010186867739144e-11
315,4.247364369684877e-05
316,2.6519102002395645e-11
317,5.508945658626074e-06
318,1.3432985496675113e-10
319,2.0191531267247196e-08
320,5.263655538615494e-09
321,1.206794110652963e-05
322,1.415156573665364e-09
323,1.0520598766595843e-06
324,1.6565690449883043e-05
325,8.315560458621567e-06
326,4.183137582668135e-05
327,9.377793164413632e-10
328,3.880216628516612e-05
329,1.808123055762858e-09
330,1.1289655128169625e-10
331,5.491524160566922e-05
332,2.9114519283383885e-06
333,0.00031993216717200783
334,2.775027742035314e-10
335,2.1010961964261145e-08
336,0.00014142480582007356
337,5.4327646892740774e-05
338,3.842133137827144e-07
339,1.4059105939642813e-12
340,7.868840960211063e-05
341,2.102599180200137e-09
342,7.641994701914667e-05
343,8.006533525078764e-06
344,2.6076875296041573e-06
345,2.3986554415851692e-05
346,1.9181016025208624e-08
347,0.9487299464412484
348,6.048034819344826e-12
349,5.653461013985798e-09
350,1.4830191234194895e-06
351,3.986934971114847e-08
352,3.064780852297175e-06
353,0.006042955243301376
354,1.475472083695703e-06
355,0.00119538818988469
356,3.5202280048370724e-06
357,4.964497571441576e-12
358,2.0048192481317268e-11
359,1.9231976584812864e-05
360,8.117433470084745e-13
361,2.693824998477339e-06
362,1.262148843517198e-05
363,1.3630986519077865e-07
364,0.00816634657282659
365,1.9253199759192808e-13
366,8.92697936511197e-15
367,1.3142986741086383e-09
368,2.469585512432402e-05
369,3.887309573130018e-08
370,2.5111130068305055e-08
371,9.592187095897368e-10
372,6.609941157823714e-13
373,6.003269381564228e-08
374,3.3202566497365857e-12
375,2.41354194446315e-09
376,6.526061647752401e-05
377,2.8870208264303463e-09
378,3.6478482171798555e-10
379,1.2485903541357173e-15
380,1.257725006478949e-06
381,1.5314432196639173e-09
382,2.8554614279798285e-07
383,1.6662241501690813e-08
384,6.777519556154057e-13
385,1.3367260779750634e-05
386,7.648915149109751e-07
387,2.795997543228861e-07
388,1.1503452299768766e-06
389,1.3437652215018514e-10
390,1.2833328955738026e-05
391,6.443993104118478e-11
392,5.208171327193168e-10
393,9.06000471762509e-08
394,1.4809039401158894e-07
395,5.993701637836381e-10
396,1.4307490777109093e-08
397,4.139090324028584e-12
398,8.054321269376926e-07
399,3.9012418555103655e-16
400,1.2698214236396936e-14
401,1.3283853578940148e-10
402,1.4919583391297848e-09
403,1.0000490313544893e-08
404,0.23545648540978845
405,6.345953538508948e-08
406,5.5075919398095976e-05
407,3.7401421467190175e-10
408,2.4137268888428194e-10
409,1.4476743258966217e-07
410,1.4243242171376646e-12
411,8.149591265441453e-09
412,9.481071323179174e-06
413,3.8516168129724636e-07
414,2.0014763329330798e-10
415,2.2051853188643214e-13
416,1.828603706853114e-06
417,1.196490417050395e-05
418,3.551054666865071e-10
419,1.0186487056322746e-09
420,3.160620034084023e-07
421,1.5961096226202118e-08
422,1.710393278728734e-09
423,1.3177826668178156e-11
424,1.0736210331609056e-08
425,5.881146230388739e-13
426,0.9868261695041608
427,9.469014601791486e-12
428,2.7514313995713947e-17
429,1.7183093590554133e-07
430,1.1449577678166383e-09
431,3.0003550395103633e-09
432,3.821083852195425e-05
433,2.2700066913563726e-12
434,3.5130757021576567e-07
435,2.705794001829562e-08
436,5.020547923491567e-06
437,1.668842398115501e-08
438,4.970043461159181e-07
439,1.3807259022860469e-05
440,6.558633557202036e-12
441,1.6255208927930946e-06
442,6.466220611605536e-10
443,3.7289875080587205e-11
444,2.8972433820638644e-09
445,4.297431256475398e-07
446,1.3552981526835425e-05
447,4.991708583035423e-07
448,5.2993382146593475e-06
449,1.2249246341290195e-07
450,1.3841243211707507e-08
451,9.28211928094473e-08
452,1.4277915766779794e-07
453,5.609466807187166e-08
454,3.5233328149081783e-09
455,2.9240494891949993e-11
456,6.586667817566499e-10
457,1.816979819785412e-08
458,1.1305295695978585e-08
459,1.4436522607840482e-10
460,1.328225258472369e-05
461,5.188361844963396e-07
462,1.1003735047216648e-12
463,2.670443220206323e-16
464,7.356819899389073e-09
465,2.8088099354316487e-08
466,4.488623231882194e-16
467,2.1107537876262108e-07
468,6.555906393911142e-06
469,4.2356872611844746e-07
470,7.253700080104662e-08
471,1.0684519540396837e-05
472,1.7205947314922232e-10
473,5.064416072430806e-07
474,6.90734565675675e-12
475,0.020904516219541442
476,1.9397812177096e-12
477,4.308944283904392e-08
478,1.5049437356976525e-05
479,0.6822101562868121
480,1.1251238452376055e-08
481,5.0927441654485975e-06
482,5.563277425172474e-06
483,5.981636976587209e-07
484,1.2274146343793441e-08
485,3.590129889693781e-07
486,6.358629586869488e-08
487,1.7315694847896687e-07
488,7.712830287461958e-09
489,8.25527656927692e-06
490,1.2465499564256528e-12
491,2.144622395140978e-07
492,4.076749634250762e-06
493,2.3283300106217743e-06
494,3.565140705099472e-13
495,3.6721431424902736e-06
496,0.0001298282246010728
497,1.6187992691628103e-08
498,0.00014928210353953977
499,1.1367275694260489e-20
500,0.00189888564164975
501,2.1780323606054306e-06
502,0.0012700159365767723
503,0.0009793092618786757
504,1.5305965023840091e-07
505,7.7754561185347e-06
506,3.3810190357971586e-12
507,6.9235558410642655e-06
508,3.1756815383777264e-10
509,2.3627964033893852e-09
510,1.1074385270839351e-06
511,8.514709033273289e-13
512,6.102407834816683e-09
513,1.7256723980442325e-11
514,0.0002634339119515258
515,3.7798225918044226e-06
516,3.5517447735066645e-05
517,1.6486332885674395e-06
518,7.405444546131397e-11
519,2.0221660317820944e-07
520,2.4232449939955837e-10
521,0.0012655542022943175
522,0.5290060772329465
523,3.929280451525582e-11
524,6.291146135029165e-07
525,0.0012292654716886226
526,4.23955996208255e-07
527,6.175870501443318e-07
528,0.0003463687880201887
529,2.551050814181122e-08
530,4.194910698698196e-11
531,1.6612090862605467e-07
532,3.875495570906106e-05
533,8.80137451719119e-11
534,0.0061820609003173845
535,4.6398708779058915e-11
536,1.4445543707992452e-06
537,1.2030775394616306e-07
538,1.5276574449667774e-08
539,1.5994088020091114e-06
540,4.227198710737451e-10
541,5.377637802500712e-10
542,6.147552879425572e-08
543,1.2634103522197609e-09
544,7.531527296492107e-05
545,3.817310677598863e-07
546,6.62029281789927e-09
547,7.616634641119717e-06
548,1.852789020153807e-08
549,7.865697044547993e-08
550,0.00019857537882261785
551,0.009261121190930177
552,4.4205114862289596e-05
553,9.579361634769992e-11
554,6.8699787118518295e-12
555,2.9241213413334937e-11
556,8.669680352046631e-05
557,5.262676473769874e-07
558,6.692391589820595e-05
559,1.679869451770945e-09
560,5.827792569464478e-07
561,1.341179613475222e-09
562,0.00012263656252192747
563,2.5900321097149266e-07
564,1.2429011693849703e-11
565,5.901074442491092e-06
566,7.990875301652568e-06
567,8.676332281142341e-09
568,4.574829747097887e-08
569,9.340251432516226e-10
570,3.176604690702821e-06
571,4.2163701849455065e-09
572,0.05448428887001979
573,1.7103128457416363e-06
574,5.122053029374804e-11
575,1.7888933694261718e-10
576,2.246344615184782e-08
577,1.1577075935713744e-06
578,1.8459741322375616e-11
579,1.1473202406887832e-08
580,5.820388779405547e-09
581,2.078347129080744e-06
582,1.2179779331405143e-12
583,7.644516497687831e-08
584,0.0006189420838735998
585,3.4116898561040817e-08
586,2.1895173108815585e-07
587,1.581635954245602e-06
588,2.7267295107833296e-08
589,7.912570625220898e-07
590,4.5989786050913975e-11
591,2.460075828849089e-10
592,5.853802901621706e-12
593,3.2188989862524084e-17
594,9.203138353989957e-14
595,1.9764638408444272e-08
596,5.419791312301162e-05
597,7.773676017776603e-05
598,1.8485757368528196e-09
599,6.002914208801564e-07
600,0.00012346606658085666
601,8.036321161631276e-06
602,1.8104311170712686e-05
603,5.5483359456896435e-11
604,5.948151597507567e-11
605,2.8596633940931584e-05
606,1.413104798301638e-06
607,1.131543549206157e-05
608,5.250307862335977e-09
609,1.345927371845411e-07
610,5.306736414154056e-14
611,6.663169330875424e-08
612,0.06987445647401869
613,1.3362991683690265e-11
614,1.3790470608715045e-09
615,2.6089389956820896e-06
616,2.3421004265413113e-06
617,5.474176185158534e-06
618,6.296753801027514e-10
619,6.263110049688892e-09
620,9.097701963626128e-06
621,3.345751671821412e-08
622,0.05044892711581715
623,1.1040168771966144e-07
624,1.2090973385907382e-11
625,0.021836620581522113
626,5.568370235566311e-06
627,9.717404286308793e-11
628,4.930621406768937e-18
629,8.995867295520184e-06
630,2.5976401860279933e-12
631,3.2047486388085895e-10
632,1.2284723524456391e-05
633,0.007569902884259187
634,3.8580274838399266e-08
635,1.3230464055165443e-08
636,0.00040645777000088395
637,1.0377854414628595e-08
638,1.1116941787050424e-07
639,2.9414536444946545e-11
640,2.518845066705839e-10
641,1.2444030053781344e-05
642,2.0102177750347716e-09
643,3.410599050678795e-05
644,5.752351712302952e-06
645,0.02646261541565982
646,2.9927788913767283e-09
647,7.28982854254497e-11
648,5.777169653240404e-09
649,4.850765395724678e-08
650,1.0955164947741112e-08
651,4.796111141783519e-06
652,0.028266108876697935
653,2.1486413996795576e-05
654,6.578668289458211e-08
655,2.2742586634972704e-08
656,7.087430622464376e-05
657,9.112884066757211e-10
658,1.1300145017386096e-07
659,1.3736219608119608e-08
660,5.068245022685569e-08
661,2.5056996881333445e-05
662,1.5920321879506278e-10
663,2.130314204670247e-11
664,2.8145817398291668e-08
665,5.325865317782339e-11
666,7.706518385972288e-06
667,4.152836569990264e-06
668,0.21275936147368052
669,6.2366633217792115e-09
670,8.348206901234835e-11
671,1.935188613047265e-07
672,0.09681892235568128
673,0.05057248969829639
674,5.579481605267833e-07
675,0.00012894849920954858
676,1.1186641912383405e-06
677,3.9471793481847524e-08
678,3.992169731211692e-05
679,1.4588268281286682e-09
680,4.281777610986001e-05
681,7.100081768965659e-09
682,1.8906586394556518e-07
683,8.690029888460069e-07
684,5.468009938139091e-05
685,9.865863825625419e-10
686,1.707088524611214e-06
687,1.4842490954704664e-08
688,4.780665762355051e-05
689,5.141115826250649e-05
690,2.128726113455706e-07
691,1.0374339257514763e-10
692,7.098255038849791e-08
693,0.015109044939822427
694,1.4333412107178336e-07
695,7.201583685348538e-09
696,1.3471308179524536e-09
697,5.032631315012608e-08
698,4.430885197664096e-05
699,1.3227759115912863e-07
700,9.687652684138463e-06
701,1.474321484633079e-07
702,2.9393610793434563e-09
703,3.047087083828659e-06
704,1.6758094164232124e-06
705,5.166466021510533e-09
706,2.8598097087336906e-08
707,1.6581360323773394e-10
708,3.865972764282678e-07
709,0.006374212452702898
710,2.74469186179286e-08
711,2.952386219562591e-11
712,1.882745519753285e-07
713,4.548483551011255e-07
714,3.17350102548568e-05
715,9.94241760283785e-11
716,1.1164089643566487e-06
717,0.0016805304432023786
718,8.530889448202163e-08
719,3.3208332762688365e-09
720,1.5032214820863897e-11
721,6.325354632846435e-07
722,7.410090677264708e-10
723,0.00020786058130943663
724,2.404126310982001e-08
725,1.0758067154806258e-11
726,2.1711177954240066e-08
727,6.289099367401815e-05
728,0.00019323907139962671
729,6.502046193137352e-05
730,3.916227163383419e-05
731,1.4903405587239083e-09
732,4.3171852940190594e-08
733,1.43126613202125e-07
734,1.7538197718249235e-08
735,0.04904628927071415
736,6.136711600035061e-15
737,1.811648750596542e-09
738,7.462954281721643e-07
739,1.2911477241815998e-09
740,9.356245102409057e-08
741,5.954710607333743e-10
742,0.0008212130670815102
743,0.00435055538359223
744,3.2873966149241917e-09
745,2.3065561301747815e-07
746,1.0871295465877139e-05
747,1.58473688932855e-07
748,7.045927904118247e-08
749,3.910739414359086e-06
750,1.2046716300179378e-11
751,2.7809314143334054e-11
752,1.181666532503296e-09
753,5.961065285116066e-11
754,3.716915526056642e-10
755,1.28612331943409e-10
756,2.2294207511273464e-05
757,5.744715683233286e-09
758,2.643264131157706e-07
759,1.6028616050758013e-08
760,2.3078025086149234e-07
761,7.151555885621845e-12
762,1.7435290702772646e-09
763,0.0005666806548701846
764,3.017427427989065e-07
765,4.62094011814291e-05
766,1.5125746053532293e-11
767,4.574613173533272e-05
768,5.356305875180205e-10
769,5.212713395484945e-09
770,0.0008585090864589609
771,0.0007952466819156285
772,1.7295098367852538e-06
773,1.2074817831551505e-09
774,5.920701088592383e-09
775,8.341470339226472e-11
776,0.0008892070816622847
777,2.6957140379149134e-05
778,7.632771074991599e-12
779,1.2567424971346138e-10
780,1.6161526104952258e-07
781,0.0001740867907395997
782,4.965114088327624e-05
783,4.4841599360647366e-08
784,6.989217359599393e-09
785,4.4744135590101356e-10
786,1.079649595565911e-06
787,2.542869419008758e-10
788,1.6643573653751167e-09
789,2.2710682942929907e-08
790,1.670955741104414e-10
791,1.4113127786482133e-06
792,1.1088468006369166e-09
793,3.822452758172855e-11
794,6.02863727989653e-08
795,7.954138995920936e-07
796,2.359612730467442e-12
797,1.6554248247489475e-07
798,2.07386291973618e-11
799,8.054103393432048e-13
800,3.7527089855525995e-08
801,6.503164876265319e-10
802,0.0005541596073073483
803,2.485188636016658e-09
804,0.0025247705759496118
805,6.120828575262728e-08
806,1.608318456618268e-16
807,5.5788730265666094e-11
808,2.1581664500408037e-13
809,0.8372645682517327
810,4.121344196131374e-08
811,3.419043227061333e-12
812,0.0004934565864943603
813,7.46407310101331e-11
814,0.017479204834541334
815,0.0017031363845058508
816,8.488319489115394e-08
817,0.004818053641685246
818,9.131920773430645e-08
819,6.039333593242488e-09
820,0.011613314206732192
821,4.5225630553406517e-07
822,0.004396738587435046
823,6.535760944574981e-06
824,1.9485814989847037e-08
825,1.7765261934566102e-09
826,6.714396323266332e-10
827,3.825378589301056e-06
828,9.164134473475665e-06
829,0.00043873861974869105
830,3.718599688180338e-12
831,0.0005153702068277778
832,4.4858950466388815e-09
833,1.6113251794635721e-06
834,1.2514931248830068e-13
835,0.00011668573675392706
836,4.750489444278075e-08
837,5.892184468472464e-06
838,6.607500769027945e-16
839,1.513340468895511e-08
840,1.5542419945364404e-11
841,1.8108386390807319e-12
842,8.027388545152477e-09
843,0.0012690573580153258
844,2.1679512285388954e-06
845,5.5467692198562415e-09
846,7.611409195484013e-08
847,1.6844568551290221e-09
848,4.200112649939153e-07
849,1.6830563446983933e-06
850,3.631070445069605e-08
851,1.297412361640573e-10
852,1.4855212156068424e-10
853,0.0008372457202659051
854,1.2089436637114125e-07
855,3.842707510055426e-11
856,2.037356149318799e-09
857,1.6103384152056734e-09
858,4.9402718355358576e-08
859,2.1433001581835404e-06
860,1.4517059906025226e-08
861,1.5265409170094872e-06
862,6.655446370160505e-09
863,3.7520061878253965e-05
864,2.581676113406024e-09
865,6.579201370393971e-06
866,2.435743303794908e-11
867,3.0548138461511786e-07
868,1.5244681312653896e-05
869,3.693712286847218e-09
870,8.079084542846713e-11
871,1.2207349248914723e-11
872,9.418205060723498e-05
873,5.1496398341333745e-11
874,3.415196493551378e-08
875,2.5365490000692954e-06
876,2.0901719033634266e-08
877,4.4006164836771404e-10
878,2.3790899706000994e-08
879,2.592347343616504e-13
880,0.006271783271323824
881,1.0234097827214225e-07
882,1.1872227446627925e-08
883,0.746620039853343
884,2.0294844034943467e-06
885,6.3345535819598e-11
886,1.93896080858074e-06
887,1.5772078285687846e-09
888,7.23687419644725e-13
889,4.5014515590868556e-08
890,2.514443873256888e-10
891,2.599343968517466e-08
892,0.00036563109255016637
893,6.162351985827813e-09
894,6.562019809670363e-07
895,6.273529433703084e-08
896,0.007047096794113821
897,0.0025810203355147564
898,0.012098266050809247
899,3.9630409849429845e-08
900,8.378756318387366e-08
901,4.072433073891854e-07
902,3.0033091016681017e-09
903,3.614775705434949e-06
904,4.108048382454144e-08
905,7.48497763938595e-05
906,9.525071039887761e-10
907,0.23741155110900508
908,2.1282293654917368e-07
909,3.5597038155585183e-09
910,1.0983010318827993e-07
911,4.065340500084079e-13
912,1.360188656450717e-06
913,2.1301047669016682e-07
914,1.853240661326504e-07
915,1.5076173918929777e-08
916,2.640246642570168e-09
917,3.8082861341884593e-07
918,5.73325038720423e-07
919,4.792240627075454e-11
920,3.652677285792058e-05
921,0.00015017524727203648
922,8.254549494414598e-11
923,5.955755621963419e-05
924,5.147405493632998e-11
925,0.003051687189589344
926,8.284330956685462e-11
927,5.387799509619588e-11
928,2.261433134549129e-08
929,0.0005844168797548618
930,0.4870918484196391
931,1.538472097216333e-06
932,3.768004580752378e-05
933,1.2633646913761515e-08
934,3.413810833980112e-08
935,1.0763272309132728e-08
936,2.9319577407902185e-07
937,3.199901140529726e-12
938,2.8242666590783634e-05
939,9.644755962670238e-07
940,3.108802218447256e-07
941,1.5106300234677205e-11
942,1.017716407554027e-06
943,0.0012283555838134667
944,5.854698040275162e-08
945,0.00730850431534594
946,1.370560264918835e-07
947,2.2390681864676808e-08
948,4.2992080896719055e-19
949,3.714976194613699e-08
950,5.723071185084997e-09
951,0.00010443677483166137
952,6.239032826951955e-13
953,2.3722338623287706e-08
954,6.375056854775467e-05
955,4.083788704338859e-12
956,3.5874922101991403e-12
957,3.4619154633173484e-13
958,2.8232017260153705e-05
959,0.006555639604396538
960,2.987109701842313e-10
961,1.230406429409122e-07
962,2.103232872129415e-09
963,1.8673467443997103e-13
964,7.640032702649304e-07
965,1.7341682901327985e-07
966,2.935570373934499e-07
967,6.994391773379576e-14
968,1.2190110780732891e-05
969,3.562735320838469e-15
970,3.8875933240847e-11
971,3.151088751567228e-06
972,6.939858886608397e-09
973,0.00012042212139368352
974,1.1277058954293053e-08
975,1.8300991334356612e-06
976,1.9107669494739694e-08
977,9.400300741194273e-07
978,1.0724594521943506e-09
979,5.1040566290047785e-05
980,2.983828975496818e-18
981,2.4817538477529088e-11
982,8.301604303682923e-08
983,1.6206877725168015e-07
984,1.4678155985977476e-09
985,0.08033401212731843
986,3.1726884138556607e-06
987,1.6156786677486566e-08
988,2.6778487952031236e-09
989,4.926831791513992e-06
990,4.961683886908324e-11
991,2.2122443462680653e-07
992,5.350967824648446e-06
993,9.291780771716414e-12
994,6.011654780830445e-07
995,2.827636400284321e-10
996,3.2259417612254425e-13
997,2.4366867127272062e-05
998,0.000358514613659299
999,3.7952781907757744e-06
1000,6.296320569345311e-06
1001,3.521633951659987e-08
1002,1.794117295497244e-05
1003,1.791467253722869e-12
1004,2.1483400520074098e-07
1005,3.333742190903194e-08
1006,2.6210602804833525e-08
1007,2.7205019268218922e-09
1008,0.029836338941062773
1009,7.6095876419986505e-06
1010,1.8897221685344508e-10
1011,2.1438717927282463e-09
1012,9.232669932159796e-08
1013,1.0123976705045668e-06
1014,1.2633315626572288e-08
1015,4.949414634051628e-10
1016,3.3993023537111534e-06
1017,0.0012339527594410335
1018,6.23700905749915e-09
1019,5.843370273452958e-10
1020,9.996440020195278e-07
1021,1.9952342124475014e-08
1022,0.00041103665771933975
1023,5.613873915422389e-11
1024,4.1482437917868394e-07
1025,0.00017937684608932696
1026,1.7897972838919223e-09
1027,2.18652429728932e-08
1028,4.1915773059962845e-11
1029,1.2494817035777444e-08
1030,2.674063082953212e-06
1031,3.1029281541142143e-07
1032,1.4843552447602896e-05
1033,1.8523235438782645e-15
1034,0.00017221445822831064
1035,5.515994395032026e-17
1036,0.0006080644731050432
1037,8.508480488639433e-08
1038,0.0006042608458315916
1039,4.256041014182151e-11
1040,0.001074973526799443
1041,0.00022940105459818877
1042,0.00016227918908794732
1043,1.8425617751705018e-10
1044,2.7216725190903463e-10
1045,2.0330051784163643e-06
1046,2.995364723714024e-10
1047,2.0227404048136716e-17
1048,2.3270247459287494e-06
1049,1.1925231211982641e-09
1050,2.8488429519994965e-06
1051,1.3917186315748375e-06
1052,1.669857774807305e-09
1053,6.670266743721609e-10
